Wed Oct 28 02:19:41 2020 Epoch 0, lr: 0.0001000, val loss: 149.25757, acc: 45.81000
Fri Dec  8 20:13:52 2023 Epoch 66, lr: 0.0000768, val loss: 13.42657, acc: 76.64474
Fri Dec  8 20:14:02 2023 Epoch 67, lr: 0.0000761, val loss: 13.34208, acc: 76.46998
Fri Dec  8 20:14:12 2023 Epoch 68, lr: 0.0000755, val loss: 13.40521, acc: 76.97368
Fri Dec  8 20:14:22 2023 Epoch 69, lr: 0.0000748, val loss: 13.56058, acc: 76.98396
Fri Dec  8 20:14:33 2023 Epoch 70, lr: 0.0000741, val loss: 13.10078, acc: 77.56990
Fri Dec  8 20:14:43 2023 Epoch 71, lr: 0.0000734, val loss: 13.32378, acc: 77.49794
Fri Dec  8 20:14:53 2023 Epoch 72, lr: 0.0000727, val loss: 13.23695, acc: 77.51850
Fri Dec  8 20:15:03 2023 Epoch 73, lr: 0.0000720, val loss: 13.08072, acc: 77.83717
Fri Dec  8 20:15:13 2023 Epoch 74, lr: 0.0000713, val loss: 13.48239, acc: 77.40543
Fri Dec  8 20:15:24 2023 Epoch 75, lr: 0.0000706, val loss: 13.24377, acc: 77.64186
Fri Dec  8 20:15:34 2023 Epoch 76, lr: 0.0000699, val loss: 13.21607, acc: 77.44655
Fri Dec  8 20:15:44 2023 Epoch 77, lr: 0.0000691, val loss: 13.58360, acc: 77.11760
Fri Dec  8 20:15:54 2023 Epoch 78, lr: 0.0000684, val loss: 13.40498, acc: 77.00452
Fri Dec  8 20:16:05 2023 Epoch 79, lr: 0.0000677, val loss: 13.17217, acc: 77.60074
Fri Dec  8 20:16:15 2023 Epoch 80, lr: 0.0000669, val loss: 13.49164, acc: 77.05592
Fri Dec  8 20:16:25 2023 Epoch 81, lr: 0.0000662, val loss: 12.95741, acc: 78.18668
Fri Dec  8 20:16:36 2023 Epoch 82, lr: 0.0000655, val loss: 13.37320, acc: 77.49794
Fri Dec  8 20:16:46 2023 Epoch 83, lr: 0.0000647, val loss: 13.28093, acc: 77.74465
Fri Dec  8 20:16:56 2023 Epoch 84, lr: 0.0000639, val loss: 13.40816, acc: 77.72410
Fri Dec  8 20:17:06 2023 Epoch 85, lr: 0.0000632, val loss: 13.67330, acc: 77.70354
Fri Dec  8 20:17:16 2023 Epoch 86, lr: 0.0000624, val loss: 13.36718, acc: 78.04276
Fri Dec  8 20:17:26 2023 Epoch 87, lr: 0.0000617, val loss: 13.48489, acc: 77.92969
Fri Dec  8 20:17:36 2023 Epoch 88, lr: 0.0000609, val loss: 13.58621, acc: 77.93997
Fri Dec  8 20:17:46 2023 Epoch 89, lr: 0.0000601, val loss: 13.46901, acc: 78.09416
Fri Dec  8 20:17:56 2023 Epoch 90, lr: 0.0000594, val loss: 13.52121, acc: 77.79605
Fri Dec  8 20:18:06 2023 Epoch 91, lr: 0.0000586, val loss: 13.62304, acc: 77.79605
Fri Dec  8 20:18:16 2023 Epoch 92, lr: 0.0000578, val loss: 13.69016, acc: 78.05304
Fri Dec  8 20:18:26 2023 Epoch 93, lr: 0.0000570, val loss: 13.75530, acc: 77.86801
Fri Dec  8 20:18:38 2023 Epoch 94, lr: 0.0000563, val loss: 13.75626, acc: 78.20724
Fri Dec  8 20:18:48 2023 Epoch 95, lr: 0.0000555, val loss: 13.73632, acc: 78.08388
Fri Dec  8 20:18:58 2023 Epoch 96, lr: 0.0000547, val loss: 13.66696, acc: 78.43339
Fri Dec  8 20:19:08 2023 Epoch 97, lr: 0.0000539, val loss: 13.87641, acc: 77.78577
Fri Dec  8 20:19:18 2023 Epoch 98, lr: 0.0000531, val loss: 14.02196, acc: 77.93997
Fri Dec  8 20:19:28 2023 Epoch 99, lr: 0.0000524, val loss: 13.93947, acc: 78.09416
Fri Dec  8 20:19:38 2023 Epoch 100, lr: 0.0000516, val loss: 14.05807, acc: 78.02220
Fri Dec  8 20:19:49 2023 Epoch 101, lr: 0.0000508, val loss: 14.08812, acc: 78.16612
Fri Dec  8 20:19:59 2023 Epoch 102, lr: 0.0000500, val loss: 13.96672, acc: 78.19696
Fri Dec  8 20:20:09 2023 Epoch 103, lr: 0.0000492, val loss: 14.16183, acc: 77.93997
Fri Dec  8 20:20:19 2023 Epoch 104, lr: 0.0000484, val loss: 14.00035, acc: 78.19696
Fri Dec  8 20:20:29 2023 Epoch 105, lr: 0.0000476, val loss: 14.22384, acc: 78.37171
Fri Dec  8 20:20:39 2023 Epoch 106, lr: 0.0000469, val loss: 14.31055, acc: 78.21752
Fri Dec  8 20:20:49 2023 Epoch 107, lr: 0.0000461, val loss: 14.18216, acc: 78.06332
Fri Dec  8 20:20:59 2023 Epoch 108, lr: 0.0000453, val loss: 14.27187, acc: 78.02220
Fri Dec  8 20:21:09 2023 Epoch 109, lr: 0.0000445, val loss: 14.16525, acc: 78.43339
Fri Dec  8 20:21:20 2023 Epoch 110, lr: 0.0000437, val loss: 14.29749, acc: 78.35115
Fri Dec  8 20:21:30 2023 Epoch 111, lr: 0.0000430, val loss: 14.17861, acc: 78.55674
Fri Dec  8 20:21:40 2023 Epoch 112, lr: 0.0000422, val loss: 14.37948, acc: 78.59786
Fri Dec  8 20:21:50 2023 Epoch 113, lr: 0.0000414, val loss: 14.09714, acc: 78.62870
Fri Dec  8 20:22:00 2023 Epoch 114, lr: 0.0000406, val loss: 14.37213, acc: 78.62870
Fri Dec  8 20:22:10 2023 Epoch 115, lr: 0.0000399, val loss: 14.24902, acc: 78.61842
Fri Dec  8 20:22:21 2023 Epoch 116, lr: 0.0000391, val loss: 14.06173, acc: 78.80345
Fri Dec  8 20:22:31 2023 Epoch 117, lr: 0.0000383, val loss: 14.18091, acc: 78.92681
Fri Dec  8 20:22:41 2023 Epoch 118, lr: 0.0000376, val loss: 14.34989, acc: 78.55674
Fri Dec  8 20:22:51 2023 Epoch 119, lr: 0.0000368, val loss: 14.66140, acc: 78.10444
Fri Dec  8 20:23:01 2023 Epoch 120, lr: 0.0000361, val loss: 14.62662, acc: 78.74178
Fri Dec  8 20:23:11 2023 Epoch 121, lr: 0.0000353, val loss: 14.58540, acc: 78.46423
Fri Dec  8 20:23:21 2023 Epoch 122, lr: 0.0000345, val loss: 14.63238, acc: 78.58758
Fri Dec  8 20:23:31 2023 Epoch 123, lr: 0.0000338, val loss: 15.01886, acc: 78.29975
Fri Dec  8 20:23:42 2023 Epoch 124, lr: 0.0000331, val loss: 14.94009, acc: 78.35115
Fri Dec  8 20:23:52 2023 Epoch 125, lr: 0.0000323, val loss: 14.77137, acc: 78.58758
Fri Dec  8 20:24:02 2023 Epoch 126, lr: 0.0000316, val loss: 14.97684, acc: 78.19696
Fri Dec  8 20:24:12 2023 Epoch 127, lr: 0.0000309, val loss: 14.83096, acc: 78.63898
Fri Dec  8 20:24:22 2023 Epoch 128, lr: 0.0000301, val loss: 14.69547, acc: 78.92681
Fri Dec  8 20:24:32 2023 Epoch 129, lr: 0.0000294, val loss: 15.01159, acc: 78.48479
Fri Dec  8 20:24:42 2023 Epoch 130, lr: 0.0000287, val loss: 14.86815, acc: 78.57730
Fri Dec  8 20:24:52 2023 Epoch 131, lr: 0.0000280, val loss: 15.17693, acc: 78.44367
Fri Dec  8 20:25:01 2023 Epoch 132, lr: 0.0000273, val loss: 15.29764, acc: 78.52590
Fri Dec  8 20:25:11 2023 Epoch 133, lr: 0.0000266, val loss: 15.41419, acc: 78.26891
Fri Dec  8 20:25:21 2023 Epoch 134, lr: 0.0000259, val loss: 15.13791, acc: 78.54646
Fri Dec  8 20:25:31 2023 Epoch 135, lr: 0.0000252, val loss: 15.05652, acc: 78.82401
Fri Dec  8 20:25:41 2023 Epoch 136, lr: 0.0000245, val loss: 15.43387, acc: 78.42311
Fri Dec  8 20:25:51 2023 Epoch 137, lr: 0.0000239, val loss: 15.06671, acc: 78.75206
Fri Dec  8 20:26:01 2023 Epoch 138, lr: 0.0000232, val loss: 15.31734, acc: 78.54646
Fri Dec  8 20:26:11 2023 Epoch 139, lr: 0.0000225, val loss: 15.28674, acc: 78.53618
Fri Dec  8 20:26:21 2023 Epoch 140, lr: 0.0000219, val loss: 15.35302, acc: 78.72122
Fri Dec  8 20:26:31 2023 Epoch 141, lr: 0.0000212, val loss: 15.36463, acc: 78.97821
Fri Dec  8 20:26:41 2023 Epoch 142, lr: 0.0000206, val loss: 15.46807, acc: 78.65954
Fri Dec  8 20:26:50 2023 Epoch 143, lr: 0.0000200, val loss: 15.52917, acc: 78.70066
Fri Dec  8 20:27:00 2023 Epoch 144, lr: 0.0000194, val loss: 15.86299, acc: 78.15584
Fri Dec  8 20:27:10 2023 Epoch 145, lr: 0.0000187, val loss: 15.44115, acc: 78.77262
Fri Dec  8 20:27:20 2023 Epoch 146, lr: 0.0000181, val loss: 15.63351, acc: 78.57730
Fri Dec  8 20:27:30 2023 Epoch 147, lr: 0.0000175, val loss: 15.67851, acc: 78.66982
Fri Dec  8 20:27:40 2023 Epoch 148, lr: 0.0000169, val loss: 15.64130, acc: 78.51562
Fri Dec  8 20:27:50 2023 Epoch 149, lr: 0.0000163, val loss: 15.61400, acc: 78.72122
Fri Dec  8 20:28:00 2023 Epoch 150, lr: 0.0000158, val loss: 15.59709, acc: 78.95765
Fri Dec  8 20:28:10 2023 Epoch 151, lr: 0.0000152, val loss: 15.58311, acc: 78.90625
Fri Dec  8 20:28:20 2023 Epoch 152, lr: 0.0000146, val loss: 15.58052, acc: 78.60814
Fri Dec  8 20:28:30 2023 Epoch 153, lr: 0.0000141, val loss: 15.70396, acc: 78.91653
Fri Dec  8 20:28:40 2023 Epoch 154, lr: 0.0000136, val loss: 15.93767, acc: 78.76234
Fri Dec  8 20:28:50 2023 Epoch 155, lr: 0.0000130, val loss: 15.72914, acc: 78.97821
Fri Dec  8 20:29:01 2023 Epoch 156, lr: 0.0000125, val loss: 15.85708, acc: 78.98849
Fri Dec  8 20:29:11 2023 Epoch 157, lr: 0.0000120, val loss: 15.69882, acc: 78.96793
Fri Dec  8 20:29:21 2023 Epoch 158, lr: 0.0000115, val loss: 15.87423, acc: 78.85485
Fri Dec  8 20:29:31 2023 Epoch 159, lr: 0.0000110, val loss: 15.79607, acc: 78.95765
Fri Dec  8 20:29:41 2023 Epoch 160, lr: 0.0000105, val loss: 15.91844, acc: 78.61842
Fri Dec  8 20:29:51 2023 Epoch 161, lr: 0.0000100, val loss: 15.69881, acc: 78.94737
Fri Dec  8 20:30:01 2023 Epoch 162, lr: 0.0000095, val loss: 15.93053, acc: 78.72122
Fri Dec  8 20:30:12 2023 Epoch 163, lr: 0.0000091, val loss: 15.93045, acc: 78.91653
Fri Dec  8 20:30:22 2023 Epoch 164, lr: 0.0000086, val loss: 16.03026, acc: 78.78289
Fri Dec  8 20:30:32 2023 Epoch 165, lr: 0.0000082, val loss: 15.98895, acc: 78.87541
Fri Dec  8 20:30:42 2023 Epoch 166, lr: 0.0000078, val loss: 16.12727, acc: 78.76234
Fri Dec  8 20:30:52 2023 Epoch 167, lr: 0.0000074, val loss: 16.02479, acc: 78.89597
Fri Dec  8 20:31:02 2023 Epoch 168, lr: 0.0000070, val loss: 16.10397, acc: 78.68010
Fri Dec  8 20:31:12 2023 Epoch 169, lr: 0.0000066, val loss: 16.20025, acc: 78.58758
Fri Dec  8 20:31:22 2023 Epoch 170, lr: 0.0000062, val loss: 16.07707, acc: 78.99877
Fri Dec  8 20:31:32 2023 Epoch 171, lr: 0.0000058, val loss: 16.12334, acc: 78.77262
Fri Dec  8 20:31:42 2023 Epoch 172, lr: 0.0000054, val loss: 16.11396, acc: 78.76234
Fri Dec  8 20:31:52 2023 Epoch 173, lr: 0.0000051, val loss: 16.07617, acc: 78.66982
Fri Dec  8 20:32:02 2023 Epoch 174, lr: 0.0000048, val loss: 16.16937, acc: 78.75206
Fri Dec  8 20:32:12 2023 Epoch 175, lr: 0.0000044, val loss: 16.20603, acc: 78.75206
Fri Dec  8 20:32:21 2023 Epoch 176, lr: 0.0000041, val loss: 16.10830, acc: 78.69038
Fri Dec  8 20:32:31 2023 Epoch 177, lr: 0.0000038, val loss: 16.22176, acc: 78.51562
Fri Dec  8 20:32:41 2023 Epoch 178, lr: 0.0000035, val loss: 16.12601, acc: 78.77262
Fri Dec  8 20:32:51 2023 Epoch 179, lr: 0.0000032, val loss: 16.12930, acc: 78.71094
Fri Dec  8 20:33:01 2023 Epoch 180, lr: 0.0000030, val loss: 16.19304, acc: 78.72122
Fri Dec  8 20:33:11 2023 Epoch 181, lr: 0.0000027, val loss: 16.18657, acc: 78.75206
Fri Dec  8 20:33:21 2023 Epoch 182, lr: 0.0000024, val loss: 16.15621, acc: 78.80345
Fri Dec  8 20:33:31 2023 Epoch 183, lr: 0.0000022, val loss: 16.20464, acc: 78.57730
Fri Dec  8 20:33:41 2023 Epoch 184, lr: 0.0000020, val loss: 16.15255, acc: 78.78289
Fri Dec  8 20:33:51 2023 Epoch 185, lr: 0.0000018, val loss: 16.17582, acc: 78.80345
Fri Dec  8 20:34:01 2023 Epoch 186, lr: 0.0000016, val loss: 16.16929, acc: 78.75206
Fri Dec  8 20:34:11 2023 Epoch 187, lr: 0.0000014, val loss: 16.19929, acc: 78.58758
Fri Dec  8 20:34:21 2023 Epoch 188, lr: 0.0000012, val loss: 16.19937, acc: 78.62870
Fri Dec  8 20:34:31 2023 Epoch 189, lr: 0.0000010, val loss: 16.17411, acc: 78.74178
Fri Dec  8 20:34:40 2023 Epoch 190, lr: 0.0000009, val loss: 16.20768, acc: 78.72122
Fri Dec  8 20:34:50 2023 Epoch 191, lr: 0.0000007, val loss: 16.21289, acc: 78.64926
Fri Dec  8 20:35:00 2023 Epoch 192, lr: 0.0000006, val loss: 16.19709, acc: 78.68010
Fri Dec  8 20:35:10 2023 Epoch 193, lr: 0.0000005, val loss: 16.19010, acc: 78.69038
Fri Dec  8 20:35:20 2023 Epoch 194, lr: 0.0000004, val loss: 16.18157, acc: 78.73150
Fri Dec  8 20:35:30 2023 Epoch 195, lr: 0.0000003, val loss: 16.18155, acc: 78.70066
Fri Dec  8 20:35:40 2023 Epoch 196, lr: 0.0000002, val loss: 16.19485, acc: 78.70066
Fri Dec  8 20:35:50 2023 Epoch 197, lr: 0.0000002, val loss: 16.19684, acc: 78.75206
Fri Dec  8 20:36:00 2023 Epoch 198, lr: 0.0000001, val loss: 16.19778, acc: 78.76234
Fri Dec  8 20:36:10 2023 Epoch 199, lr: 0.0000001, val loss: 16.20124, acc: 78.77262
Fri Dec  8 23:05:29 2023 Epoch 0, lr: 0.0001000, val loss: 25.85970, acc: 51.22327
Fri Dec  8 23:05:58 2023 Epoch 1, lr: 0.0001000, val loss: 21.22127, acc: 61.51316
Fri Dec  8 23:06:21 2023 Epoch 2, lr: 0.0001000, val loss: 17.27614, acc: 68.19490
Fri Dec  8 23:06:52 2023 Epoch 3, lr: 0.0001000, val loss: 15.85969, acc: 70.94984
Fri Dec  8 23:07:24 2023 Epoch 4, lr: 0.0001000, val loss: 14.08990, acc: 74.43462
Fri Dec  8 23:07:54 2023 Epoch 5, lr: 0.0000999, val loss: 13.93481, acc: 74.08512
Fri Dec  8 23:08:25 2023 Epoch 6, lr: 0.0000999, val loss: 13.97932, acc: 75.78125
Fri Dec  8 23:08:55 2023 Epoch 7, lr: 0.0000998, val loss: 12.72171, acc: 77.39515
Fri Dec  8 23:09:21 2023 Epoch 8, lr: 0.0000998, val loss: 12.46152, acc: 77.90913
Fri Dec  8 23:09:46 2023 Epoch 9, lr: 0.0000997, val loss: 12.07205, acc: 78.69038
Fri Dec  8 23:10:11 2023 Epoch 10, lr: 0.0000996, val loss: 11.10925, acc: 80.40707
Fri Dec  8 23:10:40 2023 Epoch 11, lr: 0.0000995, val loss: 10.92841, acc: 80.93133
Fri Dec  8 23:11:07 2023 Epoch 12, lr: 0.0000994, val loss: 10.84208, acc: 81.30140
Fri Dec  8 23:11:30 2023 Epoch 13, lr: 0.0000993, val loss: 10.90764, acc: 80.93133
Fri Dec  8 23:11:53 2023 Epoch 14, lr: 0.0000991, val loss: 11.61495, acc: 80.70518
Fri Dec  8 23:12:17 2023 Epoch 15, lr: 0.0000990, val loss: 11.23951, acc: 80.84910
Fri Dec  8 23:12:40 2023 Epoch 16, lr: 0.0000988, val loss: 11.28954, acc: 80.97245
Fri Dec  8 23:13:03 2023 Epoch 17, lr: 0.0000986, val loss: 10.44696, acc: 82.70970
Fri Dec  8 23:13:26 2023 Epoch 18, lr: 0.0000984, val loss: 10.42970, acc: 82.60691
Fri Dec  8 23:13:50 2023 Epoch 19, lr: 0.0000982, val loss: 9.64440, acc: 84.01521
Fri Dec  8 23:14:13 2023 Epoch 20, lr: 0.0000980, val loss: 9.93865, acc: 83.66571
Fri Dec  8 23:14:37 2023 Epoch 21, lr: 0.0000978, val loss: 10.98861, acc: 82.97697
Fri Dec  8 23:15:00 2023 Epoch 22, lr: 0.0000976, val loss: 10.65622, acc: 83.07977
Fri Dec  8 23:15:23 2023 Epoch 23, lr: 0.0000973, val loss: 9.92519, acc: 83.96382
Fri Dec  8 23:15:49 2023 Epoch 24, lr: 0.0000970, val loss: 9.99679, acc: 83.85074
Fri Dec  8 23:16:13 2023 Epoch 25, lr: 0.0000968, val loss: 10.27055, acc: 83.84046
Fri Dec  8 23:16:38 2023 Epoch 26, lr: 0.0000965, val loss: 9.83645, acc: 84.86842
Fri Dec  8 23:17:02 2023 Epoch 27, lr: 0.0000962, val loss: 9.92914, acc: 84.46752
Fri Dec  8 23:17:27 2023 Epoch 28, lr: 0.0000959, val loss: 9.49874, acc: 85.06373
Fri Dec  8 23:17:51 2023 Epoch 29, lr: 0.0000956, val loss: 10.36040, acc: 84.09745
Fri Dec  8 23:18:16 2023 Epoch 30, lr: 0.0000952, val loss: 10.30433, acc: 84.54975
Fri Dec  8 23:18:40 2023 Epoch 31, lr: 0.0000949, val loss: 10.47362, acc: 84.44696
Fri Dec  8 23:19:05 2023 Epoch 32, lr: 0.0000946, val loss: 9.90649, acc: 85.05345
Fri Dec  8 23:19:28 2023 Epoch 33, lr: 0.0000942, val loss: 9.97861, acc: 85.25905
Fri Dec  8 23:19:53 2023 Epoch 34, lr: 0.0000938, val loss: 11.11012, acc: 84.82730
Fri Dec  8 23:20:17 2023 Epoch 35, lr: 0.0000934, val loss: 10.13546, acc: 85.51604
Fri Dec  8 23:20:42 2023 Epoch 36, lr: 0.0000930, val loss: 10.01102, acc: 85.45436
Fri Dec  8 23:21:06 2023 Epoch 37, lr: 0.0000926, val loss: 10.13182, acc: 85.79359
Fri Dec  8 23:21:31 2023 Epoch 38, lr: 0.0000922, val loss: 11.56773, acc: 84.02549
Fri Dec  8 23:22:00 2023 Epoch 39, lr: 0.0000918, val loss: 10.13757, acc: 85.60855
Fri Dec  8 23:22:28 2023 Epoch 40, lr: 0.0000914, val loss: 10.52171, acc: 85.33100
Fri Dec  8 23:22:53 2023 Epoch 41, lr: 0.0000909, val loss: 10.68908, acc: 85.40296
Fri Dec  8 23:23:21 2023 Epoch 42, lr: 0.0000905, val loss: 10.12357, acc: 86.12253
Fri Dec  8 23:23:46 2023 Epoch 43, lr: 0.0000900, val loss: 10.77650, acc: 85.57771
Fri Dec  8 23:24:11 2023 Epoch 44, lr: 0.0000895, val loss: 10.30026, acc: 85.88610
Fri Dec  8 23:24:36 2023 Epoch 45, lr: 0.0000890, val loss: 10.57533, acc: 85.69079
Fri Dec  8 23:25:01 2023 Epoch 46, lr: 0.0000885, val loss: 10.67324, acc: 85.72163
Fri Dec  8 23:25:26 2023 Epoch 47, lr: 0.0000880, val loss: 10.76730, acc: 86.46176
Fri Dec  8 23:25:51 2023 Epoch 48, lr: 0.0000875, val loss: 10.83207, acc: 85.74219
Fri Dec  8 23:26:28 2023 Epoch 49, lr: 0.0000870, val loss: 11.02789, acc: 86.04030
Fri Dec  8 23:27:06 2023 Epoch 50, lr: 0.0000864, val loss: 10.42912, acc: 86.38980
Fri Dec  8 23:27:45 2023 Epoch 51, lr: 0.0000859, val loss: 10.83031, acc: 86.35896
Fri Dec  8 23:28:14 2023 Epoch 52, lr: 0.0000854, val loss: 10.58604, acc: 86.66735
Fri Dec  8 23:28:42 2023 Epoch 53, lr: 0.0000848, val loss: 11.06551, acc: 86.32812
Fri Dec  8 23:29:29 2023 Epoch 54, lr: 0.0000842, val loss: 10.52359, acc: 87.09910
Fri Dec  8 23:30:11 2023 Epoch 55, lr: 0.0000837, val loss: 10.63970, acc: 86.80099
Fri Dec  8 23:30:52 2023 Epoch 56, lr: 0.0000831, val loss: 11.29374, acc: 86.16365
Fri Dec  8 23:31:35 2023 Epoch 57, lr: 0.0000825, val loss: 10.76969, acc: 87.05798
Fri Dec  8 23:32:18 2023 Epoch 58, lr: 0.0000819, val loss: 11.39082, acc: 86.55428
Fri Dec  8 23:33:00 2023 Epoch 59, lr: 0.0000813, val loss: 11.02892, acc: 86.99630
Fri Dec  8 23:33:43 2023 Epoch 60, lr: 0.0000806, val loss: 10.78788, acc: 87.14021
Fri Dec  8 23:34:32 2023 Epoch 61, lr: 0.0000800, val loss: 11.32640, acc: 86.77015
Fri Dec  8 23:35:18 2023 Epoch 62, lr: 0.0000794, val loss: 11.74267, acc: 86.65707
Fri Dec  8 23:36:04 2023 Epoch 63, lr: 0.0000788, val loss: 11.49221, acc: 86.92434
Fri Dec  8 23:36:50 2023 Epoch 64, lr: 0.0000781, val loss: 12.28652, acc: 86.54400
Fri Dec  8 23:37:32 2023 Epoch 65, lr: 0.0000775, val loss: 11.75679, acc: 86.67763
Fri Dec  8 23:38:14 2023 Epoch 66, lr: 0.0000768, val loss: 11.79339, acc: 86.51316
Fri Dec  8 23:39:02 2023 Epoch 67, lr: 0.0000761, val loss: 11.98753, acc: 87.17105
Fri Dec  8 23:39:35 2023 Epoch 68, lr: 0.0000755, val loss: 11.77260, acc: 86.98602
Fri Dec  8 23:40:02 2023 Epoch 69, lr: 0.0000748, val loss: 11.68967, acc: 87.18133
Fri Dec  8 23:40:29 2023 Epoch 70, lr: 0.0000741, val loss: 11.96723, acc: 87.09910
Fri Dec  8 23:40:56 2023 Epoch 71, lr: 0.0000734, val loss: 12.11667, acc: 86.65707
Fri Dec  8 23:41:23 2023 Epoch 72, lr: 0.0000727, val loss: 11.62874, acc: 87.37664
Fri Dec  8 23:41:50 2023 Epoch 73, lr: 0.0000720, val loss: 12.17216, acc: 87.03742
Fri Dec  8 23:42:17 2023 Epoch 74, lr: 0.0000713, val loss: 12.10517, acc: 87.05798
Fri Dec  8 23:42:44 2023 Epoch 75, lr: 0.0000706, val loss: 11.80352, acc: 87.30469
Fri Dec  8 23:43:11 2023 Epoch 76, lr: 0.0000699, val loss: 12.09510, acc: 87.15049
Fri Dec  8 23:43:38 2023 Epoch 77, lr: 0.0000691, val loss: 11.86797, acc: 87.41776
Fri Dec  8 23:44:05 2023 Epoch 78, lr: 0.0000684, val loss: 12.09515, acc: 87.08882
Fri Dec  8 23:44:32 2023 Epoch 79, lr: 0.0000677, val loss: 12.15703, acc: 87.05798
Fri Dec  8 23:44:59 2023 Epoch 80, lr: 0.0000669, val loss: 11.92180, acc: 87.26357
Fri Dec  8 23:45:26 2023 Epoch 81, lr: 0.0000662, val loss: 12.11454, acc: 87.36637
Fri Dec  8 23:45:53 2023 Epoch 82, lr: 0.0000655, val loss: 12.34037, acc: 87.10938
Fri Dec  8 23:46:20 2023 Epoch 83, lr: 0.0000647, val loss: 12.26917, acc: 87.41776
Fri Dec  8 23:46:47 2023 Epoch 84, lr: 0.0000639, val loss: 12.38722, acc: 87.35609
Fri Dec  8 23:47:14 2023 Epoch 85, lr: 0.0000632, val loss: 12.75285, acc: 87.24301
Fri Dec  8 23:47:41 2023 Epoch 86, lr: 0.0000624, val loss: 12.32992, acc: 87.45888
Fri Dec  8 23:48:08 2023 Epoch 87, lr: 0.0000617, val loss: 12.37419, acc: 87.33553
Fri Dec  8 23:48:34 2023 Epoch 88, lr: 0.0000609, val loss: 12.76283, acc: 87.12993
Fri Dec  8 23:49:01 2023 Epoch 89, lr: 0.0000601, val loss: 12.59971, acc: 87.34581
Fri Dec  8 23:49:28 2023 Epoch 90, lr: 0.0000594, val loss: 12.88963, acc: 87.44860
Fri Dec  8 23:49:55 2023 Epoch 91, lr: 0.0000586, val loss: 12.86135, acc: 87.28413
Fri Dec  8 23:50:22 2023 Epoch 92, lr: 0.0000578, val loss: 12.75562, acc: 87.59252
Fri Dec  8 23:50:49 2023 Epoch 93, lr: 0.0000570, val loss: 12.78011, acc: 87.36637
Fri Dec  8 23:51:16 2023 Epoch 94, lr: 0.0000563, val loss: 12.61624, acc: 87.39720
Fri Dec  8 23:51:43 2023 Epoch 95, lr: 0.0000555, val loss: 12.61203, acc: 87.71587
Fri Dec  8 23:52:10 2023 Epoch 96, lr: 0.0000547, val loss: 12.89231, acc: 87.36637
Fri Dec  8 23:52:37 2023 Epoch 97, lr: 0.0000539, val loss: 12.47578, acc: 87.74671
Fri Dec  8 23:53:04 2023 Epoch 98, lr: 0.0000531, val loss: 13.06087, acc: 87.42804
Fri Dec  8 23:53:31 2023 Epoch 99, lr: 0.0000524, val loss: 13.26334, acc: 87.34581
Fri Dec  8 23:53:58 2023 Epoch 100, lr: 0.0000516, val loss: 13.27559, acc: 87.36637
Fri Dec  8 23:54:25 2023 Epoch 101, lr: 0.0000508, val loss: 13.07578, acc: 87.57196
Fri Dec  8 23:54:52 2023 Epoch 102, lr: 0.0000500, val loss: 13.44910, acc: 87.56168
Fri Dec  8 23:55:19 2023 Epoch 103, lr: 0.0000492, val loss: 13.38492, acc: 87.68503
Fri Dec  8 23:55:46 2023 Epoch 104, lr: 0.0000484, val loss: 13.34051, acc: 87.53084
Fri Dec  8 23:56:13 2023 Epoch 105, lr: 0.0000476, val loss: 13.10341, acc: 87.90090
Fri Dec  8 23:56:40 2023 Epoch 106, lr: 0.0000469, val loss: 13.28008, acc: 87.72615
Fri Dec  8 23:57:07 2023 Epoch 107, lr: 0.0000461, val loss: 13.39777, acc: 87.71587
Fri Dec  8 23:57:34 2023 Epoch 108, lr: 0.0000453, val loss: 13.79932, acc: 87.61308
Fri Dec  8 23:58:02 2023 Epoch 109, lr: 0.0000445, val loss: 13.46667, acc: 87.82895
Fri Dec  8 23:58:29 2023 Epoch 110, lr: 0.0000437, val loss: 13.23504, acc: 87.78783
Fri Dec  8 23:58:56 2023 Epoch 111, lr: 0.0000430, val loss: 13.69512, acc: 87.76727
Fri Dec  8 23:59:23 2023 Epoch 112, lr: 0.0000422, val loss: 13.46922, acc: 87.89062
Fri Dec  8 23:59:50 2023 Epoch 113, lr: 0.0000414, val loss: 13.64661, acc: 87.66447
Sat Dec  9 00:00:17 2023 Epoch 114, lr: 0.0000406, val loss: 13.44337, acc: 88.05510
Sat Dec  9 00:00:45 2023 Epoch 115, lr: 0.0000399, val loss: 13.75667, acc: 88.04482
Sat Dec  9 00:01:12 2023 Epoch 116, lr: 0.0000391, val loss: 13.41114, acc: 87.69531
Sat Dec  9 00:01:39 2023 Epoch 117, lr: 0.0000383, val loss: 13.72510, acc: 87.92146
Sat Dec  9 00:02:06 2023 Epoch 118, lr: 0.0000376, val loss: 13.47976, acc: 87.93174
Sat Dec  9 00:02:33 2023 Epoch 119, lr: 0.0000368, val loss: 13.35870, acc: 87.88035
Sat Dec  9 00:03:00 2023 Epoch 120, lr: 0.0000361, val loss: 13.51835, acc: 87.75699
Sat Dec  9 00:03:27 2023 Epoch 121, lr: 0.0000353, val loss: 13.81224, acc: 87.72615
Sat Dec  9 00:03:54 2023 Epoch 122, lr: 0.0000345, val loss: 13.71430, acc: 87.78783
Sat Dec  9 00:04:21 2023 Epoch 123, lr: 0.0000338, val loss: 13.86563, acc: 88.07566
